500, 1, 0.743341 
1000, 1, 19.759519 
5000, 1, 3363.109853 
500, 2, 0.399636 
1000, 2, 8.123540 
5000, 2, 3825.031978 
500, 3, 0.355164 
1000, 3, 8.422960 
5000, 3, 4444.082934 
500, 4, 0.346661 
1000, 4, 6.008061 
5000, 4, 1503.159877 
